id,status_pred,prob
53662,0,0.4683
53663,1,0.7985
53664,0,0.0034
53665,0,0.2319
53666,1,0.9052
53667,1,0.9223
53668,0,0.0824
53669,1,0.8063
53670,1,0.7716
53671,1,0.7495
53672,1,0.6997
53673,1,0.7649
53674,1,0.592
53675,1,0.9644
53676,0,0.1503
53677,0,0.3101
53678,0,0.263
53679,0,0.0731
53680,1,0.7218
53681,0,0.0497
53682,0,0.4173
53683,0,0.1715
53684,1,0.951
53685,0,0.0012
53686,1,0.8212
53687,1,0.8806
53688,0,0.0102
53689,1,0.717
53690,1,0.7476
53691,1,0.5875
53692,0,0.1015
53693,1,0.9504
53694,1,0.7703
53695,0,0.4551
53696,1,0.7576
53697,0,0.3036
53698,0,0.1074
53699,0,0.1024
53700,1,0.7
53701,0,0.011
53702,1,0.8329
53703,1,0.9434
53704,0,0.3901
53705,1,0.7367
53706,0,0.2416
53707,0,0.0005
53708,1,0.9428
53709,0,0.2214
53710,0,0.3213
53711,0,0.01
53712,0,0.1633
53713,0,0.0599
53714,0,0.3704
53715,0,0.0225
53716,0,0.2128
53717,0,0.167
53718,1,0.5318
53719,0,0.4916
53720,0,0.0308
53721,0,0.1258
53722,1,0.9255
53723,0,0.0724
53724,0,0.0078
53725,1,0.9263
53726,1,0.7142
53727,1,0.9326
53728,1,0.6188
53729,1,0.701
53730,1,0.8269
53731,0,0.1156
53732,0,0.0854
53733,1,0.5225
53734,0,0.3503
53735,1,0.8432
53736,0,0.1011
53737,1,0.8649
53738,0,0.1837
53739,0,0.107
53740,1,0.8895
53741,0,0.0442
53742,0,0.0563
53743,1,0.7242
53744,0,0.1205
53745,0,0.0391
53746,0,0.0873
53747,0,0.0481
53748,0,0.1398
53749,1,0.526
53750,1,0.9176
53751,0,0.2156
53752,0,0.3452
53753,1,0.7831
53754,0,0.4592
53755,0,0.023
53756,0,0.2635
53757,1,0.9521
53758,0,0.2498
53759,0,0.2305
53760,0,0.2527
53761,1,0.8195
53762,1,0.6998
53763,0,0.0167
53764,0,0.2662
53765,0,0.0199
53766,1,0.6976
53767,0,0.2194
53768,0,0.0133
53769,1,0.6917
53770,0,0.1503
53771,1,0.5839
53772,1,0.7697
53773,0,0.3022
53774,0,0.3739
53775,1,0.6599
53776,0,0.3855
53777,0,0.0095
53778,0,0.1377
53779,1,0.9287
53780,0,0.0061
53781,0,0.4133
53782,0,0.265
53783,0,0.2768
53784,0,0.0635
53785,0,0.0625
53786,0,0.1366
53787,0,0.0409
53788,0,0.1549
53789,0,0.4046
53790,1,0.8672
53791,0,0.0249
53792,0,0.2937
53793,0,0.1528
53794,1,0.6893
53795,0,0.0035
53796,0,0.1235
53797,1,0.8521
53798,0,0.2037
53799,0,0.2902
53800,0,0.1798
53801,0,0.3716
53802,1,0.7803
53803,0,0.0876
53804,0,0.0437
53805,0,0.2244
53806,0,0.0581
53807,1,0.9637
53808,1,0.8885
53809,0,0.4884
53810,1,0.8021
53811,1,0.8887
53812,1,0.5151
53813,0,0.0202
53814,0,0.0523
53815,0,0.0066
53816,0,0.2545
53817,0,0.4201
53818,0,0.0461
53819,1,0.7435
53820,1,0.8054
53821,0,0.4534
53822,0,0.2626
53823,1,0.5831
53824,0,0.1897
53825,0,0.0003
53826,0,0.2641
53827,0,0.3583
53828,0,0.1009
53829,1,0.7295
53830,1,0.5596
53831,1,0.8582
53832,0,0.2479
53833,1,0.5645
53834,1,0.7743
53835,1,0.9496
53836,0,0.3008
53837,0,0.057
53838,0,0.4015
53839,1,0.8566
53840,1,0.9678
53841,1,0.69
53842,0,0.0326
53843,0,0.0481
53844,0,0.0603
53845,1,0.6067
53846,1,0.7966
53847,1,0.9519
53848,0,0.0034
53849,0,0.0967
53850,0,0.1447
53851,0,0.0005
53852,0,0.0016
53853,0,0.0645
53854,0,0.1146
53855,0,0.2028
53856,1,0.6453
53857,0,0.093
53858,0,0.3909
53859,1,0.8589
53860,0,0.4645
53861,0,0.2006
53862,0,0.3372
53863,0,0.3981
53864,0,0.0097
53865,0,0.4555
53866,1,0.9514
53867,0,0.1485
53868,1,0.5771
53869,1,0.7132
53870,0,0.4846
53871,0,0.0125
53872,0,0.1097
53873,1,0.6942
53874,1,0.7759
53875,0,0.3065
53876,0,0.0514
53877,1,0.7318
53878,0,0.0338
53879,0,0.162
53880,0,0.212
53881,0,0.3211
53882,0,0.0337
53883,1,0.7437
53884,0,0.2074
53885,0,0.0122
53886,0,0.3203
53887,1,0.8167
53888,1,0.8224
53889,0,0.0915
53890,0,0.2917
53891,1,0.8637
53892,0,0.0751
53893,1,0.6573
53894,0,0.1317
53895,0,0.33
53896,0,0.0375
53897,0,0.1197
53898,1,0.6243
53899,0,0.0002
53900,0,0.0099
53901,0,0.1249
53902,1,0.8809
53903,0,0.1781
53904,1,0.6782
53905,0,0.3571
53906,1,0.871
53907,0,0.4795
53908,0,0.1467
53909,1,0.958
53910,0,0.3592
53911,1,0.9513
53912,1,0.8586
53913,0,0.3215
53914,1,0.9085
53915,0,0.251
53916,0,0.2155
53917,1,0.5347
53918,1,0.9475
53919,0,0.0525
53920,1,0.734
53921,1,0.8745
53922,0,0.306
53923,1,0.8847
53924,0,0.1641
53925,0,0.1325
53926,0,0.2542
53927,0,0.1022
53928,1,0.8855
53929,1,0.7011
53930,0,0.4559
53931,1,0.7713
53932,0,0.4586
53933,0,0.0795
53934,0,0.1572
53935,1,0.7744
53936,0,0.1356
53937,0,0.1583
53938,1,0.8576
53939,1,0.8201
53940,0,0.2424
53941,0,0.0005
53942,0,0.2887
53943,0,0.1553
53944,0,0.0003
53945,0,0.0677
53946,0,0.4737
53947,0,0.3757
53948,0,0.0322
53949,0,0.0933
53950,1,0.6386
53951,1,0.789
53952,0,0.2801
53953,0,0.0544
53954,0,0.1552
53955,1,0.8111
53956,1,0.5242
53957,0,0.0358
53958,1,0.795
53959,0,0.3801
53960,0,0.3263
53961,0,0.474
53962,1,0.8631
53963,0,0.2422
53964,1,0.6715
53965,0,0.1011
53966,0,0.0233
53967,1,0.7612
53968,1,0.87
53969,0,0.066
53970,0,0.1219
53971,1,0.7851
53972,0,0.1197
53973,1,0.6994
53974,1,0.8268
53975,0,0.0973
53976,1,0.6563
53977,0,0.3301
53978,0,0.1308
53979,0,0.2911
53980,1,0.5239
53981,1,0.5102
53982,1,0.843
53983,0,0.0108
53984,0,0.0726
53985,1,0.5059
53986,0,0.0699
53987,1,0.7582
53988,0,0.4713
53989,0,0.0835
53990,0,0.4374
53991,0,0.0006
53992,0,0.3592
53993,0,0.1029
53994,1,0.7404
53995,1,0.9345
53996,1,0.8528
53997,0,0.0898
53998,0,0.0154
53999,0,0.269
54000,0,0.241
54001,1,0.9116
54002,0,0.1046
54003,0,0.1606
54004,0,0.076
54005,1,0.9228
54006,0,0.0897
54007,1,0.6332
54008,0,0.4843
54009,0,0.3063
54010,0,0.1053
54011,1,0.6892
54012,0,0.2882
54013,0,0.191
54014,1,0.7597
54015,1,0.946
54016,1,0.6088
54017,0,0.0029
54018,1,0.9003
54019,1,0.6398
54020,0,0.4074
54021,1,0.8607
54022,0,0.0447
54023,1,0.9075
54024,1,0.9351
54025,0,0.2251
54026,0,0.0009
54027,0,0.4716
54028,0,0.3577
54029,1,0.9447
54030,0,0.0015
54031,0,0.4815
54032,1,0.8011
54033,1,0.9695
54034,0,0.0059
54035,0,0.3949
54036,0,0.0861
54037,0,0.1247
54038,0,0.005
54039,1,0.8848
54040,0,0.4581
54041,1,0.7791
54042,1,0.8598
54043,0,0.3384
54044,0,0.0304
54045,0,0.3982
54046,1,0.7452
54047,0,0.1269
54048,0,0.1292
54049,0,0.3226
54050,1,0.9594
54051,0,0.4159
54052,1,0.6987
54053,0,0.1291
54054,1,0.7331
54055,0,0.2999
54056,0,0.1025
54057,1,0.8293
54058,1,0.8609
54059,1,0.9582
54060,0,0.0662
54061,0,0.405
54062,1,0.7993
54063,0,0.0102
54064,0,0.4545
54065,1,0.92
54066,0,0.0017
54067,0,0.1528
54068,1,0.5458
54069,1,0.9103
54070,0,0.3913
54071,0,0.2527
54072,0,0.1692
54073,0,0.1232
54074,1,0.5063
54075,1,0.5739
54076,1,0.5219
54077,0,0.1942
54078,0,0.4713
54079,0,0.0872
54080,1,0.8608
54081,0,0.2854
54082,0,0.0954
54083,0,0.1369
54084,0,0.3167
54085,0,0.0076
54086,0,0.3263
54087,1,0.804
54088,0,0.0635
54089,0,0.1609
54090,0,0.3774
54091,0,0.0797
54092,0,0.1226
54093,0,0.096
54094,1,0.9533
54095,0,0.0862
54096,0,0.1526
54097,1,0.8197
54098,0,0.0732
54099,0,0.0406
54100,0,0.3934
54101,1,0.8266
54102,0,0.0267
54103,0,0.2243
54104,1,0.7946
54105,0,0.0165
54106,0,0.1805
54107,0,0.0892
54108,0,0.1222
54109,0,0.0198
54110,1,0.5164
54111,0,0.0862
54112,1,0.8519
54113,0,0.2847
54114,0,0.0007
54115,0,0.0223
54116,1,0.888
54117,0,0.1344
54118,0,0.3111
54119,1,0.6127
54120,0,0.0786
54121,0,0.0595
54122,1,0.9682
54123,0,0.3663
54124,0,0.3212
54125,1,0.6936
54126,1,0.7742
54127,0,0.0972
54128,1,0.927
54129,1,0.8588
54130,0,0.3557
54131,1,0.7506
54132,0,0.0012
54133,1,0.5864
54134,1,0.7155
54135,0,0.1935
54136,0,0.0543
54137,0,0.1173
54138,0,0.0909
54139,1,0.893
54140,1,0.7842
54141,0,0.2383
54142,0,0.0611
54143,1,0.5361
54144,0,0.3321
54145,0,0.0998
54146,1,0.8629
54147,1,0.5237
54148,0,0.1462
54149,1,0.9484
54150,1,0.8021
54151,0,0.23
54152,0,0.1291
54153,1,0.7068
54154,0,0.0162
54155,1,0.675
54156,0,0.2812
54157,0,0.0181
54158,0,0.054
54159,0,0.2434
54160,0,0.3328
54161,0,0.2528
54162,0,0.4316
54163,0,0.1684
54164,1,0.8477
54165,0,0.4764
54166,0,0.0122
54167,1,0.5543
54168,0,0.2482
54169,0,0.2511
54170,1,0.8147
54171,1,0.8195
54172,1,0.8032
54173,0,0.2778
54174,0,0.303
54175,0,0.0942
54176,0,0.0308
54177,1,0.6386
54178,1,0.5228
54179,0,0.2354
54180,0,0.1004
54181,1,0.8536
54182,0,0.1672
54183,0,0.3181
54184,0,0.0627
54185,0,0.0146
54186,1,0.5897
54187,1,0.5361
54188,0,0.4481
54189,1,0.9679
54190,1,0.5714
54191,0,0.4498
54192,0,0.4282
54193,0,0.2064
54194,0,0.006
54195,1,0.9711
54196,0,0.2086
54197,1,0.6718
54198,1,0.5688
54199,0,0.1137
54200,0,0.1584
54201,0,0.0279
54202,0,0.497
54203,1,0.8587
54204,0,0.1658
54205,0,0.1496
54206,0,0.1231
54207,0,0.4867
54208,0,0.2271
54209,0,0.1604
54210,0,0.1136
54211,1,0.8403
54212,0,0.1738
54213,0,0.0851
54214,0,0.0043
54215,1,0.8272
54216,1,0.7361
54217,0,0.0028
54218,0,0.181
54219,1,0.897
54220,0,0.0078
54221,0,0.1959
54222,1,0.8591
54223,0,0.2761
54224,1,0.5987
54225,1,0.6338
54226,0,0.0696
54227,1,0.8527
54228,0,0.2165
54229,0,0.3331
54230,0,0.0813
54231,0,0.4921
54232,0,0.1774
54233,0,0.0088
54234,1,0.7211
54235,0,0.4259
54236,1,0.6982
54237,0,0.2431
54238,0,0.3118
54239,1,0.7405
54240,0,0.0652
54241,0,0.0518
54242,0,0.1158
54243,0,0.0525
54244,0,0.0777
54245,0,0.0259
54246,1,0.7749
54247,0,0.057
54248,1,0.5815
54249,0,0.1077
54250,0,0.11
54251,1,0.8018
54252,0,0.2655
54253,0,0.0067
54254,0,0.1254
54255,1,0.695
54256,1,0.7985
54257,1,0.8337
54258,0,0.0178
54259,0,0.0227
54260,1,0.7945
54261,1,0.8375
54262,1,0.7354
54263,0,0.3885
54264,0,0.359
54265,0,0.0768
54266,0,0.0
54267,1,0.6426
54268,0,0.424
54269,0,0.4273
54270,0,0.3387
54271,1,0.9638
54272,1,0.5392
54273,0,0.3588
54274,0,0.1291
54275,0,0.075
54276,1,0.6453
54277,1,0.6949
54278,0,0.0002
54279,0,0.1455
54280,0,0.1864
54281,1,0.8218
54282,0,0.4458
54283,0,0.2385
54284,1,0.6866
54285,1,0.6048
54286,0,0.1072
54287,0,0.0208
54288,0,0.2564
54289,0,0.4585
54290,0,0.0671
54291,1,0.9435
54292,0,0.0349
54293,1,0.6608
54294,0,0.2533
54295,0,0.0495
54296,0,0.0034
54297,1,0.7096
54298,0,0.0586
54299,0,0.0369
54300,0,0.152
54301,0,0.0406
54302,0,0.2324
54303,0,0.2
54304,0,0.0409
54305,1,0.8407
54306,1,0.8394
54307,0,0.0554
54308,0,0.3632
54309,0,0.0391
54310,1,0.8395
54311,1,0.6704
54312,1,0.9229
54313,0,0.0762
54314,0,0.1172
54315,0,0.4949
54316,0,0.1469
54317,0,0.4707
54318,0,0.2047
54319,0,0.0133
54320,0,0.2373
54321,1,0.9403
54322,0,0.046
54323,1,0.9074
54324,0,0.0041
54325,0,0.0352
54326,0,0.0273
54327,1,0.8807
54328,0,0.0163
54329,0,0.0893
54330,1,0.9635
54331,0,0.2873
54332,0,0.0288
54333,1,0.9416
54334,1,0.7811
54335,1,0.9711
54336,0,0.0042
54337,1,0.7092
54338,1,0.777
54339,0,0.2283
54340,0,0.0348
54341,1,0.743
54342,0,0.2472
54343,0,0.0297
54344,1,0.6014
54345,1,0.9374
54346,1,0.6706
54347,0,0.0784
54348,1,0.7349
54349,1,0.8979
54350,1,0.922
54351,0,0.0039
54352,1,0.8776
54353,0,0.0495
54354,1,0.8241
54355,0,0.0159
54356,0,0.0243
54357,1,0.899
54358,0,0.0196
54359,0,0.295
54360,0,0.2267
54361,1,0.6459
54362,1,0.9752
54363,0,0.0098
54364,0,0.21
54365,0,0.0884
54366,0,0.4027
54367,1,0.5796
54368,0,0.0026
54369,1,0.8932
54370,0,0.3077
54371,1,0.9338
54372,1,0.9638
54373,0,0.3409
54374,1,0.521
54375,0,0.0198
54376,0,0.137
54377,1,0.8001
54378,0,0.0479
54379,0,0.187
54380,0,0.2879
54381,0,0.4929
54382,1,0.7625
54383,0,0.0283
54384,0,0.2735
54385,0,0.4336
54386,0,0.1175
54387,0,0.1741
54388,1,0.787
54389,0,0.0002
54390,1,0.775
54391,0,0.2
54392,1,0.532
54393,0,0.4922
54394,1,0.8503
54395,0,0.1114
54396,0,0.0346
54397,1,0.819
54398,1,0.9851
54399,0,0.0129
54400,0,0.1913
54401,0,0.0469
54402,0,0.0636
54403,1,0.9615
54404,0,0.1572
54405,0,0.0041
54406,0,0.1168
54407,0,0.0548
54408,1,0.6129
54409,0,0.0523
54410,0,0.1611
54411,0,0.1222
54412,0,0.001
54413,1,0.67
54414,0,0.0829
54415,1,0.5578
54416,0,0.0863
54417,0,0.2169
54418,1,0.7314
54419,0,0.1894
54420,1,0.6461
54421,0,0.0023
54422,0,0.4077
54423,1,0.5862
54424,0,0.0312
54425,0,0.2389
54426,1,0.7717
54427,0,0.0965
54428,1,0.8727
54429,0,0.0146
54430,0,0.0466
54431,0,0.3299
54432,0,0.0012
54433,0,0.1307
54434,0,0.2443
54435,1,0.7864
54436,0,0.0524
54437,0,0.0603
54438,0,0.3302
54439,1,0.7856
54440,0,0.0374
54441,0,0.2918
54442,0,0.278
54443,0,0.0427
54444,0,0.1383
54445,0,0.2063
54446,0,0.0127
54447,0,0.1046
54448,0,0.3263
54449,1,0.5618
54450,1,0.8242
54451,0,0.2569
54452,1,0.5925
54453,0,0.1439
54454,1,0.7803
54455,0,0.0938
54456,0,0.0064
54457,0,0.4253
54458,1,0.8543
54459,0,0.1906
54460,1,0.7125
54461,0,0.0248
54462,1,0.9582
54463,1,0.5105
54464,1,0.8133
54465,0,0.403
54466,1,0.7005
54467,1,0.951
54468,1,0.6905
54469,0,0.0566
54470,0,0.1788
54471,0,0.0546
54472,0,0.0746
54473,0,0.2203
54474,0,0.0279
54475,0,0.2687
54476,1,0.8434
54477,0,0.0006
54478,0,0.3041
54479,0,0.0968
54480,1,0.8632
54481,1,0.8175
54482,1,0.9325
54483,0,0.0348
54484,0,0.1842
54485,1,0.7645
54486,0,0.0805
54487,0,0.1173
54488,1,0.8501
54489,0,0.4368
54490,1,0.9679
54491,1,0.6731
54492,0,0.0169
54493,1,0.8423
54494,1,0.9743
54495,1,0.7532
54496,0,0.0005
54497,0,0.3946
54498,0,0.0724
54499,1,0.7477
54500,1,0.6917
54501,0,0.1359
54502,1,0.7872
54503,0,0.0118
54504,0,0.196
54505,1,0.7166
54506,1,0.6898
54507,0,0.1844
54508,1,0.6712
54509,0,0.0085
54510,1,0.5894
54511,1,0.7812
54512,1,0.9623
54513,0,0.0671
54514,0,0.3111
54515,1,0.5654
54516,1,0.8238
54517,1,0.9614
54518,0,0.0725
54519,0,0.1311
54520,0,0.0702
54521,0,0.0642
54522,0,0.0452
54523,0,0.2996
54524,0,0.0357
54525,0,0.001
54526,1,0.5779
54527,0,0.1398
54528,0,0.0904
54529,0,0.0165
54530,1,0.5243
54531,1,0.5815
54532,1,0.7984
54533,1,0.5091
54534,0,0.0986
54535,1,0.8021
54536,0,0.1652
54537,0,0.0458
54538,0,0.1457
54539,0,0.0512
54540,0,0.3695
54541,1,0.9014
54542,0,0.2347
54543,1,0.7582
54544,0,0.1903
54545,0,0.0267
54546,0,0.4187
54547,0,0.0514
54548,0,0.0296
54549,1,0.8525
54550,0,0.1051
54551,0,0.0922
54552,1,0.599
54553,1,0.837
54554,1,0.6466
54555,1,0.9482
54556,0,0.1519
54557,0,0.3304
54558,0,0.2563
54559,0,0.1738
54560,1,0.6662
54561,1,0.7253
54562,0,0.0869
54563,0,0.3729
54564,0,0.1282
54565,1,0.9078
54566,0,0.3177
54567,0,0.2512
54568,1,0.6707
54569,0,0.4963
54570,0,0.0489
54571,0,0.0005
54572,1,0.8834
54573,0,0.0821
54574,0,0.3214
54575,0,0.1757
54576,0,0.2642
54577,1,0.8298
54578,0,0.0688
54579,0,0.0313
54580,0,0.1062
54581,0,0.0194
54582,0,0.0861
54583,0,0.0218
54584,0,0.0178
54585,0,0.3669
54586,0,0.2137
54587,0,0.212
54588,1,0.8835
54589,0,0.1366
54590,0,0.1351
54591,0,0.0343
54592,1,0.7121
54593,1,0.5087
54594,0,0.0544
54595,1,0.6703
54596,0,0.0259
54597,0,0.0431
54598,1,0.9401
54599,0,0.0738
54600,0,0.1782
54601,0,0.0177
54602,0,0.1541
54603,0,0.4257
54604,0,0.0017
54605,1,0.8892
54606,0,0.3347
54607,0,0.2875
54608,0,0.4375
54609,0,0.2686
54610,1,0.7759
54611,1,0.7316
54612,0,0.0379
54613,0,0.2331
54614,1,0.8155
54615,0,0.0264
54616,0,0.2077
54617,0,0.1077
54618,1,0.8915
54619,0,0.0069
54620,0,0.1108
54621,0,0.2823
54622,1,0.8358
54623,1,0.8158
54624,0,0.3774
54625,1,0.6592
54626,0,0.0355
54627,1,0.9346
54628,0,0.0531
54629,0,0.3223
54630,1,0.6772
54631,1,0.9628
54632,0,0.181
54633,0,0.0867
54634,0,0.1605
54635,0,0.0311
54636,1,0.6408
54637,1,0.9871
54638,1,0.7489
54639,1,0.8016
54640,1,0.7987
54641,1,0.7091
54642,0,0.1307
54643,0,0.0274
54644,0,0.2807
54645,0,0.3104
54646,0,0.4557
54647,0,0.2286
54648,0,0.4726
54649,1,0.635
54650,0,0.3642
54651,0,0.0963
54652,1,0.9115
54653,1,0.8819
54654,1,0.7834
54655,0,0.0102
54656,0,0.1725
54657,0,0.2078
54658,0,0.3251
54659,0,0.1025
54660,0,0.0478
54661,1,0.8452
54662,0,0.0433
54663,1,0.8076
54664,0,0.0075
54665,1,0.5507
54666,0,0.0214
54667,0,0.031
54668,1,0.914
54669,1,0.7824
54670,1,0.8641
54671,1,0.9597
54672,1,0.55
54673,1,0.5947
54674,0,0.1483
54675,1,0.7515
54676,1,0.9525
54677,0,0.3361
54678,1,0.7783
54679,0,0.0008
54680,1,0.7942
54681,1,0.7899
54682,0,0.069
54683,1,0.7998
54684,1,0.8788
54685,0,0.3003
54686,0,0.3
54687,1,0.5545
54688,0,0.1406
54689,1,0.7904
54690,0,0.2365
54691,0,0.0026
54692,1,0.9702
54693,0,0.0042
54694,0,0.4586
54695,0,0.0396
54696,1,0.5026
54697,0,0.0753
54698,0,0.4351
54699,0,0.0264
54700,1,0.8065
54701,0,0.2811
54702,0,0.479
54703,0,0.2298
54704,0,0.2133
54705,0,0.0729
54706,1,0.7321
54707,0,0.3898
54708,0,0.0412
54709,0,0.3985
54710,0,0.3085
54711,1,0.8796
54712,1,0.8683
54713,0,0.0988
54714,0,0.0563
54715,1,0.8626
54716,0,0.1419
54717,0,0.1139
54718,0,0.4126
54719,0,0.0173
54720,0,0.0021
54721,1,0.9098
54722,0,0.0498
54723,0,0.1356
54724,0,0.1576
54725,1,0.8097
54726,0,0.042
54727,1,0.8107
54728,0,0.1418
54729,1,0.7285
54730,1,0.9201
54731,0,0.0856
54732,0,0.0089
54733,0,0.2725
54734,1,0.8598
54735,0,0.3303
54736,0,0.1622
54737,1,0.848
54738,0,0.0739
54739,0,0.1622
54740,0,0.4164
54741,1,0.7345
54742,0,0.2564
54743,0,0.0106
54744,0,0.0372
54745,1,0.8545
54746,0,0.1613
54747,0,0.0398
54748,0,0.3469
54749,0,0.3664
54750,1,0.7461
54751,0,0.3901
54752,1,0.641
54753,0,0.0024
54754,1,0.9424
54755,0,0.0017
54756,0,0.2792
54757,0,0.0687
54758,1,0.781
54759,1,0.6169
54760,0,0.2859
54761,0,0.4825
54762,0,0.1031
54763,0,0.2053
54764,0,0.0115
54765,1,0.8809
54766,0,0.4476
54767,1,0.8781
54768,0,0.0156
54769,0,0.3885
54770,0,0.4509
54771,0,0.1185
54772,0,0.0286
54773,1,0.8318
54774,0,0.0002
54775,1,0.9376
54776,1,0.7783
54777,1,0.7952
54778,0,0.2181
54779,1,0.9593
54780,1,0.6166
54781,0,0.0839
54782,0,0.1046
54783,0,0.0002
54784,1,0.8104
54785,1,0.8908
54786,1,0.9612
54787,0,0.0427
54788,1,0.8141
54789,0,0.2875
54790,0,0.108
54791,0,0.0455
54792,1,0.8854
54793,0,0.3165
54794,0,0.1135
54795,0,0.0171
54796,0,0.25
54797,0,0.0194
54798,1,0.8021
54799,1,0.949
54800,0,0.0286
54801,0,0.1262
54802,1,0.8153
54803,0,0.1443
54804,1,0.9408
54805,1,0.8856
54806,0,0.0136
54807,1,0.8033
54808,0,0.3916
54809,0,0.0187
54810,1,0.8612
54811,0,0.0054
54812,1,0.7963
54813,0,0.0887
54814,1,0.5734
54815,0,0.0099
54816,0,0.1244
54817,1,0.7882
54818,0,0.2755
54819,1,0.9383
54820,1,0.5443
54821,1,0.7653
54822,0,0.008
54823,1,0.7038
54824,1,0.6187
54825,0,0.1843
54826,0,0.2398
54827,0,0.1577
54828,1,0.6877
54829,1,0.9581
54830,1,0.6002
54831,0,0.0345
54832,0,0.274
54833,0,0.2889
54834,1,0.7892
54835,1,0.6499
54836,1,0.7261
54837,0,0.2594
54838,0,0.1294
54839,0,0.2202
54840,0,0.1506
54841,0,0.0612
54842,0,0.0587
54843,0,0.06
54844,0,0.124
54845,0,0.2046
54846,1,0.8214
54847,0,0.3873
54848,1,0.829
54849,1,0.7378
54850,0,0.0632
54851,0,0.428
54852,1,0.7103
54853,1,0.6476
54854,0,0.2393
54855,1,0.7694
54856,0,0.2106
54857,1,0.792
54858,0,0.3936
54859,1,0.7562
54860,1,0.8152
54861,1,0.9387
54862,1,0.7532
54863,0,0.1514
54864,1,0.8791
54865,0,0.0376
54866,1,0.9618
54867,0,0.0499
54868,0,0.2999
54869,0,0.3229
54870,0,0.2814
54871,0,0.1879
54872,0,0.3756
54873,0,0.012
54874,0,0.1999
54875,0,0.0691
54876,0,0.0981
54877,0,0.0002
54878,0,0.4035
54879,1,0.7642
54880,0,0.086
54881,0,0.3666
54882,0,0.4193
54883,0,0.003
54884,1,0.8476
54885,1,0.7901
54886,0,0.2632
54887,0,0.3105
54888,0,0.4977
54889,1,0.8117
54890,0,0.3667
54891,0,0.1981
54892,0,0.0113
54893,1,0.9421
54894,1,0.8259
54895,0,0.0127
54896,0,0.1006
54897,1,0.7811
54898,1,0.821
54899,1,0.7227
54900,0,0.0038
54901,1,0.5964
54902,1,0.8504
54903,0,0.0404
54904,0,0.0872
54905,0,0.2408
54906,1,0.8556
54907,0,0.381
54908,0,0.0022
54909,0,0.1323
54910,0,0.3687
54911,0,0.1853
54912,0,0.2954
54913,1,0.6211
54914,1,0.699
54915,0,0.0087
54916,1,0.7227
54917,0,0.379
54918,0,0.2229
54919,0,0.1632
54920,0,0.1062
54921,1,0.821
54922,1,0.7111
54923,0,0.0688
54924,0,0.3619
54925,0,0.2649
54926,0,0.4193
54927,1,0.8323
54928,0,0.2031
54929,0,0.3646
54930,0,0.3365
54931,1,0.5685
54932,1,0.7323
54933,0,0.1833
54934,0,0.1635
54935,0,0.4311
54936,0,0.2879
54937,0,0.0834
54938,0,0.0065
54939,1,0.8444
54940,1,0.9199
54941,0,0.1805
54942,1,0.8419
54943,0,0.0002
54944,0,0.3124
54945,0,0.0954
54946,1,0.8692
54947,0,0.263
54948,1,0.8038
54949,0,0.0854
54950,0,0.2364
54951,1,0.6877
54952,1,0.7674
54953,0,0.3603
54954,0,0.0458
54955,0,0.179
54956,0,0.1684
54957,0,0.0483
54958,1,0.6447
54959,0,0.1945
54960,0,0.2699
54961,1,0.9222
54962,0,0.1987
54963,1,0.8236
54964,0,0.1667
54965,0,0.0981
54966,1,0.5503
54967,0,0.028
54968,0,0.3887
54969,0,0.084
54970,0,0.411
54971,1,0.599
54972,1,0.8164
54973,0,0.1639
54974,0,0.0432
54975,0,0.3826
54976,1,0.917
54977,0,0.0722
54978,1,0.9554
54979,1,0.9142
54980,1,0.8609
54981,1,0.5164
54982,1,0.6992
54983,0,0.2071
54984,1,0.789
54985,1,0.7034
54986,0,0.0264
54987,0,0.4029
54988,0,0.0365
54989,0,0.0075
54990,0,0.3011
54991,0,0.3317
54992,0,0.1474
54993,0,0.0376
54994,0,0.4807
54995,0,0.4001
54996,0,0.2256
54997,0,0.1002
54998,1,0.7189
54999,1,0.8993
55000,0,0.0121
55001,0,0.0789
55002,0,0.1981
55003,0,0.1205
55004,0,0.0149
55005,1,0.9514
55006,0,0.1815
55007,0,0.0841
55008,1,0.6083
55009,1,0.6409
55010,1,0.9446
55011,0,0.0679
55012,0,0.1202
55013,1,0.8853
55014,1,0.8423
55015,1,0.8708
55016,0,0.092
55017,1,0.7734
55018,0,0.0561
55019,0,0.0408
55020,1,0.5912
55021,0,0.0403
55022,0,0.0408
55023,0,0.1497
55024,0,0.0475
55025,0,0.0911
55026,0,0.3264
55027,1,0.9423
55028,0,0.0973
55029,1,0.7126
55030,0,0.0353
55031,1,0.9296
55032,0,0.2373
55033,0,0.0815
55034,0,0.0007
55035,0,0.39
55036,1,0.8542
55037,1,0.7101
55038,0,0.093
55039,0,0.0593
55040,0,0.0037
55041,0,0.0906
55042,1,0.9485
55043,0,0.0857
55044,0,0.1335
55045,1,0.7886
55046,1,0.892
55047,0,0.0625
55048,0,0.0684
55049,0,0.0874
55050,0,0.0007
55051,0,0.2303
55052,0,0.3572
55053,0,0.1557
55054,1,0.9546
55055,0,0.2458
55056,1,0.6688
55057,1,0.9519
55058,1,0.6063
55059,1,0.5746
55060,1,0.6416
55061,0,0.0213
55062,0,0.0372
55063,0,0.0026
55064,0,0.1189
55065,0,0.051
55066,1,0.6951
55067,0,0.1157
55068,0,0.0199
55069,0,0.2646
55070,1,0.6733
55071,0,0.2703
55072,0,0.0081
